gene_symbol,gene_full_name
SRC,"SRC proto-oncogene, non-receptor tyrosine kinase"
SRD5A1,steroid 5 alpha-reductase 1
SRD5A2,steroid 5 alpha-reductase 2
SRD5A3,steroid 5 alpha-reductase 3
SREBF1,sterol regulatory element binding transcription factor 1
SREBF2,sterol regulatory element binding transcription factor 2
SRI,sorcin
SRM,spermidine synthase
SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
SRP14,signal recognition particle 14
SRP19,signal recognition particle 19
SRPK1,SRSF protein kinase 1
SRPK2,SRSF protein kinase 2
SRPK3,SRSF protein kinase 3
SRPRA,SRP receptor subunit alpha
SRPRB,SRP receptor subunit beta
SRR,serine racemase
SRSF1,serine and arginine rich splicing factor 1
SRSF4,serine and arginine rich splicing factor 4
SST,somatostatin
SSTR1,somatostatin receptor 1
SSTR2,somatostatin receptor 2
SSTR3,somatostatin receptor 3
SSTR4,somatostatin receptor 4
SSTR5,somatostatin receptor 5
SSU72,"SSU72 homolog, RNA polymerase II CTD phosphatase"
ST14,ST14 transmembrane serine protease matriptase
ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
STAB2,stabilin 2
STAMBP,STAM binding protein
STAT1,signal transducer and activator of transcription 1
STAT2,signal transducer and activator of transcription 2
STAT3,signal transducer and activator of transcription 3
STAT4,signal transducer and activator of transcription 4
STAT5A,signal transducer and activator of transcription 5A
STAT5B,signal transducer and activator of transcription 5B
STAT6,signal transducer and activator of transcription 6
STC1,stanniocalcin 1
STIM1,stromal interaction molecule 1
STING1,stimulator of interferon response cGAMP interactor 1
STIP1,stress induced phosphoprotein 1
STK10,serine/threonine kinase 10
STK11,serine/threonine kinase 11
STK16,serine/threonine kinase 16
STK17A,serine/threonine kinase 17a
STK17B,serine/threonine kinase 17b
STK24,serine/threonine kinase 24
STK25,serine/threonine kinase 25
STK26,serine/threonine kinase 26
STK3,serine/threonine kinase 3
STK31,serine/threonine kinase 31
STK32A,serine/threonine kinase 32A
STK32B,serine/threonine kinase 32B
STK32C,serine/threonine kinase 32C
STK33,serine/threonine kinase 33
STK35,serine/threonine kinase 35
STK36,serine/threonine kinase 36
STK38,serine/threonine kinase 38
STK38L,serine/threonine kinase 38 like
STK39,serine/threonine kinase 39
STK4,serine/threonine kinase 4
STMN1,stathmin 1
STMN4,stathmin 4
STN1,STN1 subunit of CST complex
STOM,stomatin
STRADA,STE20 related adaptor alpha
STRBP,spermatid perinuclear RNA binding protein
STS,steroid sulfatase
STUB1,STIP1 homology and U-box containing protein 1
STX1B,syntaxin 1B
STX2,syntaxin 2
STX4,syntaxin 4
SUCLA2,succinate-CoA ligase ADP-forming subunit beta
SUCLG1,succinate-CoA ligase GDP/ADP-forming subunit alpha
SUCLG2,succinate-CoA ligase GDP-forming subunit beta
SUCNR1,succinate receptor 1
SULF2,sulfatase 2
SULT1A1,sulfotransferase family 1A member 1
SULT1A2,sulfotransferase family 1A member 2
SULT1A3,sulfotransferase family 1A member 3
SULT1A4,sulfotransferase family 1A member 4
SULT1B1,sulfotransferase family 1B member 1
SULT1C2,sulfotransferase family 1C member 2
SULT1C3,sulfotransferase family 1C member 3
SULT1C4,sulfotransferase family 1C member 4
SULT1E1,sulfotransferase family 1E member 1
SULT2A1,sulfotransferase family 2A member 1
SULT2B1,sulfotransferase family 2B member 1
SULT4A1,sulfotransferase family 4A member 1
SULT6B1,sulfotransferase family 6B member 1
SUMO1,small ubiquitin like modifier 1
SUMO2,small ubiquitin like modifier 2
SUMO4,small ubiquitin like modifier 4
SUV39H1,SUV39H1 histone lysine methyltransferase
SUV39H2,SUV39H2 histone lysine methyltransferase
SUZ12,SUZ12 polycomb repressive complex 2 subunit
SV2A,synaptic vesicle glycoprotein 2A
SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
SYK,spleen associated tyrosine kinase
SYN1,synapsin I
SYNE2,spectrin repeat containing nuclear envelope protein 2
SYNE3,spectrin repeat containing nuclear envelope family member 3
SYNJ1,synaptojanin 1
SYNJ2,synaptojanin 2
SYP,synaptophysin
SZRD1,SUZ RNA binding domain containing 1
Slc6a11,solute carrier family 6 member 11
TAAR1,trace amine associated receptor 1
TAAR5,trace amine associated receptor 5
TAAR6,trace amine associated receptor 6
TAB1,TGF-beta activated kinase 1 (MAP3K7) binding protein 1
TAC1,tachykinin precursor 1
TAC3,tachykinin precursor 3
TACC3,transforming acidic coiled-coil containing protein 3
TACR1,tachykinin receptor 1
TACR2,tachykinin receptor 2
TACR3,tachykinin receptor 3
TAF1,TATA-box binding protein associated factor 1
TAF11,TATA-box binding protein associated factor 11
TAF1L,TATA-box binding protein associated factor 1 like
TAGLN,transgelin
TAGLN2,transgelin 2
TANK,TRAF family member associated NFKB activator
TAOK1,TAO kinase 1
TAOK2,TAO kinase 2
TAOK3,TAO kinase 3
TAP1,"transporter 1, ATP binding cassette subfamily B member"
TAPBP,TAP binding protein
TARBP2,TARBP2 subunit of RISC loading complex
TARDBP,TAR DNA binding protein
TARS1,threonyl-tRNA synthetase 1
TARS2,"threonyl-tRNA synthetase 2, mitochondrial"
TAS1R1,taste 1 receptor member 1
TAS1R2,taste 1 receptor member 2
TAS1R3,taste 1 receptor member 3
TAS2R1,taste 2 receptor member 1
TAS2R10,taste 2 receptor member 10
TAS2R13,taste 2 receptor member 13
TAS2R14,taste 2 receptor member 14
TAS2R16,taste 2 receptor member 16
TAS2R19,taste 2 receptor member 19
TAS2R20,taste 2 receptor member 20
TAS2R3,taste 2 receptor member 3
TAS2R30,taste 2 receptor member 30
TAS2R31,taste 2 receptor member 31
TAS2R38,taste 2 receptor member 38
TAS2R39,taste 2 receptor member 39
TAS2R4,taste 2 receptor member 4
TAS2R40,taste 2 receptor member 40
TAS2R41,taste 2 receptor member 41
TAS2R42,taste 2 receptor member 42
TAS2R43,taste 2 receptor member 43
TAS2R46,taste 2 receptor member 46
TAS2R5,taste 2 receptor member 5
TAS2R50,taste 2 receptor member 50
TAS2R60,taste 2 receptor member 60
TAS2R7,taste 2 receptor member 7
TAS2R8,taste 2 receptor member 8
TAS2R9,taste 2 receptor member 9
TASP1,taspase 1
TAT,tyrosine aminotransferase
TBC1D1,TBC1 domain family member 1
TBK1,TANK binding kinase 1
TBKBP1,TBK1 binding protein 1
TBL1X,transducin beta like 1 X-linked
TBL1XR1,TBL1X/Y related 1
TBP,TATA-box binding protein
TBX2,T-box transcription factor 2
TBX21,T-box transcription factor 21
TBXA2R,thromboxane A2 receptor
TBXAS1,thromboxane A synthase 1
TBXT,T-box transcription factor T
TCF19,transcription factor 19
TCF4,transcription factor 4
TCF7L2,transcription factor 7 like 2
TCIM,transcriptional and immune response regulator
TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
TCL1A,TCL1 family AKT coactivator A
TCN1,transcobalamin 1
TCN2,transcobalamin 2
TDO2,"tryptophan 2,3-dioxygenase"
TDP1,tyrosyl-DNA phosphodiesterase 1
TDP2,tyrosyl-DNA phosphodiesterase 2
TEAD1,TEA domain transcription factor 1
TEAD2,TEA domain transcription factor 2
TEAD3,TEA domain transcription factor 3
TEAD4,TEA domain transcription factor 4
TEC,tec protein tyrosine kinase
TEK,TEK receptor tyrosine kinase
TENM4,teneurin transmembrane protein 4
TENT4A,terminal nucleotidyltransferase 4A
TERF2,telomeric repeat binding factor 2
TERF2IP,TERF2 interacting protein
TERT,telomerase reverse transcriptase
TESK1,testis associated actin remodelling kinase 1
TESK2,testis associated actin remodelling kinase 2
TESMIN,testis expressed metallothionein like protein
TET1,tet methylcytosine dioxygenase 1
TET2,tet methylcytosine dioxygenase 2
TET3,tet methylcytosine dioxygenase 3
TEX10,testis expressed 10
TEX28,testis expressed 28
TF,transferrin
TFAP2A,transcription factor AP-2 alpha
TFDP2,transcription factor Dp-2
TFF1,trefoil factor 1
TFF2,trefoil factor 2
TFPI,tissue factor pathway inhibitor
TFR2,transferrin receptor 2
TFRC,transferrin receptor
TG,thyroglobulin
TGFB1,transforming growth factor beta 1
TGFB2,transforming growth factor beta 2
TGFB3,transforming growth factor beta 3
TGFBR1,transforming growth factor beta receptor 1
TGFBR2,transforming growth factor beta receptor 2
TGFBR3,transforming growth factor beta receptor 3
TGM1,transglutaminase 1
TGM2,transglutaminase 2
TGM3,transglutaminase 3
TGM4,transglutaminase 4
TGM5,transglutaminase 5
TGM6,transglutaminase 6
TGM7,transglutaminase 7
TH,tyrosine hydroxylase
THBD,thrombomodulin
THBS1,thrombospondin 1
THBS2,thrombospondin 2
THBS4,thrombospondin 4
THPO,thrombopoietin
THRA,thyroid hormone receptor alpha
THRAP3,thyroid hormone receptor associated protein 3
THRB,thyroid hormone receptor beta
THRSP,thyroid hormone responsive
THSD7B,thrombospondin type 1 domain containing 7B
THTPA,thiamine triphosphatase
THY1,Thy-1 cell surface antigen
TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1
TIGD1,tigger transposable element derived 1
TIMM8A,translocase of inner mitochondrial membrane 8A
TIMP3,TIMP metallopeptidase inhibitor 3
TIPARP,TCDD inducible poly(ADP-ribose) polymerase
TJP1,tight junction protein 1
TJP2,tight junction protein 2
TK1,thymidine kinase 1
TK2,thymidine kinase 2
TKT,transketolase
TLE5,"TLE family member 5, transcriptional modulator"
TLK1,tousled like kinase 1
TLK2,tousled like kinase 2
TLL1,tolloid like 1
TLL2,tolloid like 2
TLR1,toll like receptor 1
TLR2,toll like receptor 2
TLR3,toll like receptor 3
TLR4,toll like receptor 4
TLR7,toll like receptor 7
TLR8,toll like receptor 8
TLR9,toll like receptor 9
TMCO6,transmembrane and coiled-coil domains 6
TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2
TMEM131L,transmembrane 131 like
TMEM167A,transmembrane protein 167A
TMEM196,transmembrane protein 196
TMEM258,transmembrane protein 258
TMEM43,transmembrane protein 43
TMEM97,transmembrane protein 97
TMIGD3,transmembrane and immunoglobulin domain containing 3
TMPRSS11D,transmembrane serine protease 11D
TMPRSS15,transmembrane serine protease 15
TMPRSS2,transmembrane serine protease 2
TMPRSS4,transmembrane serine protease 4
TMPRSS6,transmembrane serine protease 6
TMSB10,thymosin beta 10
TMSB4X,thymosin beta 4 X-linked
TMX2,thioredoxin related transmembrane protein 2
TNF,tumor necrosis factor
TNFAIP3,TNF alpha induced protein 3
TNFAIP6,TNF alpha induced protein 6
TNFRSF10A,TNF receptor superfamily member 10a
TNFRSF10B,TNF receptor superfamily member 10b
TNFRSF11A,TNF receptor superfamily member 11a
TNFRSF11B,TNF receptor superfamily member 11b
TNFRSF17,TNF receptor superfamily member 17
TNFRSF1A,TNF receptor superfamily member 1A
TNFRSF1B,TNF receptor superfamily member 1B
TNFRSF4,TNF receptor superfamily member 4
TNFRSF8,TNF receptor superfamily member 8
TNFRSF9,TNF receptor superfamily member 9
TNFSF10,TNF superfamily member 10
TNFSF11,TNF superfamily member 11
TNFSF13B,TNF superfamily member 13b
TNIK,TRAF2 and NCK interacting kinase
TNK1,tyrosine kinase non receptor 1
TNK2,tyrosine kinase non receptor 2
TNKS,tankyrase
TNKS2,tankyrase 2
TNNC1,"troponin C1, slow skeletal and cardiac type"
TNNC2,"troponin C2, fast skeletal type"
TNNI3,"troponin I3, cardiac type"
TNNI3K,TNNI3 interacting kinase
TNNT2,"troponin T2, cardiac type"
TNRC6A,trinucleotide repeat containing adaptor 6A
TOMM40,translocase of outer mitochondrial membrane 40
TOP1,DNA topoisomerase I
TOP1MT,DNA topoisomerase I mitochondrial
TOP2A,DNA topoisomerase II alpha
TOP2B,DNA topoisomerase II beta
TOPBP1,DNA topoisomerase II binding protein 1
TOR1A,torsin family 1 member A
TP53,tumor protein p53
TP53AIP1,tumor protein p53 regulated apoptosis inducing protein 1
TP53BP1,tumor protein p53 binding protein 1
TP53RK,TP53 regulating kinase
TP73,tumor protein p73
TPCN1,two pore segment channel 1
TPCN2,two pore segment channel 2
TPD52L2,TPD52 like 2
TPH1,tryptophan hydroxylase 1
TPH2,tryptophan hydroxylase 2
TPI1,triosephosphate isomerase 1
TPK1,thiamin pyrophosphokinase 1
TPM1,tropomyosin 1
TPM3,tropomyosin 3
TPM4,tropomyosin 4
TPMT,thiopurine S-methyltransferase
TPO,thyroid peroxidase
TPP2,tripeptidyl peptidase 2
TPPP,tubulin polymerization promoting protein
TPSAB1,tryptase alpha/beta 1
TPSB2,tryptase beta 2
TPSD1,tryptase delta 1
TPSG1,tryptase gamma 1
TPST2,tyrosylprotein sulfotransferase 2
TPT1,"tumor protein, translationally-controlled 1"
TPTEP2-CSNK1E,TPTEP2-CSNK1E readthrough
TPX2,TPX2 microtubule nucleation factor
TRA,T cell receptor alpha locus
TRAC,T cell receptor alpha constant
TRAF3IP2,TRAF3 interacting protein 2
TRAP1,TNF receptor associated protein 1
TRAPPC1,trafficking protein particle complex subunit 1
TRAPPC3,trafficking protein particle complex subunit 3
TRAPPC4,trafficking protein particle complex subunit 4
TRAPPC5,trafficking protein particle complex subunit 5
TRAPPC6A,trafficking protein particle complex subunit 6A
TRAPPC6B,trafficking protein particle complex subunit 6B
TRAT1,T cell receptor associated transmembrane adaptor 1
TRAV4,T cell receptor alpha variable 4
TRBC1,T cell receptor beta constant 1
TRDMT1,tRNA aspartic acid methyltransferase 1
TREH,trehalase
TREM1,triggering receptor expressed on myeloid cells 1
TREML4,triggering receptor expressed on myeloid cells like 4
TRH,thyrotropin releasing hormone
TRHR,thyrotropin releasing hormone receptor
TRIB2,tribbles pseudokinase 2
TRIB3,tribbles pseudokinase 3
TRIM13,tripartite motif containing 13
TRIM24,tripartite motif containing 24
TRIM33,tripartite motif containing 33
TRIM5,tripartite motif containing 5
TRIT1,tRNA isopentenyltransferase 1
TRPA1,transient receptor potential cation channel subfamily A member 1
TRPC1,transient receptor potential cation channel subfamily C member 1
TRPC3,transient receptor potential cation channel subfamily C member 3
TRPC4,transient receptor potential cation channel subfamily C member 4
TRPC5,transient receptor potential cation channel subfamily C member 5
TRPC6,transient receptor potential cation channel subfamily C member 6
TRPC7,transient receptor potential cation channel subfamily C member 7
TRPM1,transient receptor potential cation channel subfamily M member 1
TRPM2,transient receptor potential cation channel subfamily M member 2
TRPM3,transient receptor potential cation channel subfamily M member 3
TRPM4,transient receptor potential cation channel subfamily M member 4
TRPM5,transient receptor potential cation channel subfamily M member 5
TRPM6,transient receptor potential cation channel subfamily M member 6
TRPM7,transient receptor potential cation channel subfamily M member 7
TRPM8,transient receptor potential cation channel subfamily M member 8
TRPV1,transient receptor potential cation channel subfamily V member 1
TRPV2,transient receptor potential cation channel subfamily V member 2
TRPV3,transient receptor potential cation channel subfamily V member 3
TRPV4,transient receptor potential cation channel subfamily V member 4
TRPV5,transient receptor potential cation channel subfamily V member 5
TRPV6,transient receptor potential cation channel subfamily V member 6
TSC1,TSC complex subunit 1
TSC2,TSC complex subunit 2
TSC22D3,TSC22 domain family member 3
TSG101,tumor susceptibility 101
TSHB,thyroid stimulating hormone subunit beta
TSHR,thyroid stimulating hormone receptor
TSHZ2,teashirt zinc finger homeobox 2
TSNAX,translin associated factor X
TSPAN5,tetraspanin 5
TSPEAR,thrombospondin type laminin G domain and EAR repeats
TSPO,translocator protein
TSPOAP1,TSPO associated protein 1
TSPYL1,TSPY like 1
TSPYL2,TSPY like 2
TSSK1B,testis specific serine kinase 1B
TSSK2,testis specific serine kinase 2
TSSK3,testis specific serine kinase 3
TSSK6,testis specific serine kinase 6
TST,thiosulfate sulfurtransferase
TTBK1,tau tubulin kinase 1
TTBK2,tau tubulin kinase 2
TTC6,tetratricopeptide repeat domain 6
TTK,TTK protein kinase
TTL,tubulin tyrosine ligase
TTLL3,tubulin tyrosine ligase like 3
TTPA,alpha tocopherol transfer protein
TTR,transthyretin
TUB,TUB bipartite transcription factor
TUBA1A,tubulin alpha 1a
TUBA1B,tubulin alpha 1b
TUBA1C,tubulin alpha 1c
TUBA3C,tubulin alpha 3c
TUBA3D,tubulin alpha 3d
TUBA3E,tubulin alpha 3e
TUBA4A,tubulin alpha 4a
TUBA4B,tubulin alpha 4b
TUBA8,tubulin alpha 8
TUBB,tubulin beta class I
TUBB1,tubulin beta 1 class VI
TUBB2A,tubulin beta 2A class IIa
TUBB2B,tubulin beta 2B class IIb
TUBB3,tubulin beta 3 class III
TUBB4A,tubulin beta 4A class IVa
TUBB4B,tubulin beta 4B class IVb
TUBB6,tubulin beta 6 class V
TUBB8,tubulin beta 8 class VIII
TUBB8B,tubulin beta 8B
TUBD1,tubulin delta 1
TUBE1,tubulin epsilon 1
TUBG1,tubulin gamma 1
TUFM,"Tu translation elongation factor, mitochondrial"
TUT7,terminal uridylyl transferase 7
TWIST1,twist family bHLH transcription factor 1
